SOC,OCV0,OCVrel
0.0,2.814707791805265,-0.0001870894432066952
0.005,2.938684465935784,-0.0008902035851797269
0.01,3.0151699685915854,-0.0007774134838430884
0.015,3.074111962051018,-0.000671882674993427
0.02,3.1254405445302895,-0.0006158870383035435
0.025,3.170819366101336,-0.000572256787112586
0.03,3.211318183832678,-0.000530431264305014
0.035,3.2476335566665933,-0.0005001832497068308
0.04,3.280614771567701,-0.00048056837437260384
0.045,3.310924382808319,-0.00046718677116765124
0.05,3.338493127190899,-0.00044547679879188706
0.055,3.363987258466541,-0.0004273287213433409
0.06,3.3878068892768,-0.00041952648304692487
0.065,3.409757161142811,-0.00040841027289444505
0.07,3.4303406647773755,-0.00039915012503048973
0.075,3.4496133283643333,-0.0003919297199243658
0.08,3.467459890429142,-0.0003805595811088913
0.085,3.4841935697292996,-0.00036975383269216816
0.09,3.500100647692336,-0.00036532194320341505
0.095,3.513984765400061,-0.0003342713641508551
0.1,3.5256587635854526,-0.00028386951460360963
0.105,3.5330752920111825,-0.00016993855158835104
0.11,3.5364062977364816,-4.1855077226459234e-05
0.115,3.5385276395465906,2.28707317542157e-05
0.12,3.540784875167699,4.054744286078204e-05
0.125,3.5431658512665503,4.21005868739539e-05
0.13,3.545501512453539,4.0309517727036965e-05
0.135,3.547970595309453,3.5339046114445956e-05
0.14,3.5506172418082005,2.9231684217295606e-05
0.145,3.553232471549324,2.5475976977630224e-05
0.15,3.5560206198873336,1.8962543097821092e-05
0.155,3.558990844536757,1.3805631468550016e-05
0.16,3.562227320967263,3.1053752162350477e-06
0.165,3.565710787338328,-1.2003128948959897e-05
0.17,3.569232039771739,-1.6772628424783265e-05
0.17500000000000002,3.573449436086801,-3.6398413199277175e-05
0.18,3.577525436136218,-4.455576877481533e-05
0.185,3.5823575923042434,-6.131606393233373e-05
0.19,3.5874441452230577,-7.52620698300076e-05
0.195,3.5928072559865125,-8.461989018630771e-05
0.2,3.5985576572041977,-9.675419213893764e-05
0.20500000000000002,3.6043908661619297,-0.00010426615996896653
0.21,3.6103777315457797,-0.00010760143861439304
0.215,3.6163175179090135,-0.00010314692637876452
0.22,3.622536142257997,-0.00010763632763242782
0.225,3.6284118602619344,-9.499878572033575e-05
0.23,3.634349837453902,-9.126065157122153e-05
0.23500000000000001,3.640479776564108,-8.934572489177499e-05
0.24,3.646503251841669,-7.983121498625603e-05
0.245,3.6529450805213726,-7.562504081666489e-05
0.25,3.6592874764683634,-5.8704999310746815e-05
0.255,3.666151991587848,-6.134604544698452e-05
0.26,3.67273773940612,-6.566048373947077e-05
0.265,3.678827637191551,-6.962599726688187e-05
0.27,3.6846821936535608,-6.684177352648114e-05
0.275,3.6905855808316503,-5.618052118906499e-05
0.28,3.6967577993549647,-4.0325413736246846e-05
0.28500000000000003,3.703309644278,-2.579759853593157e-05
0.29,3.710369603175613,-1.8247192550416597e-05
0.295,3.7175638198611587,-1.7617520248294437e-05
0.3,3.7249552905753522,-4.2993576144865594e-05
0.305,3.731583622621672,-6.886149192638299e-05
0.31,3.737589848752963,-9.462491201387379e-05
0.315,3.7425752501936724,-9.570035316385989e-05
0.32,3.7471925344365955,-8.931539181963974e-05
0.325,3.7515692145002335,-7.058406412701471e-05
0.33,3.755964122165518,-5.617961325771982e-05
0.335,3.760100421708482,-3.039929441866795e-05
0.34,3.7642065899523134,-6.148641609083563e-06
0.34500000000000003,3.768188526746596,2.4867877198202277e-05
0.35000000000000003,3.772030733296206,5.3963914874988116e-05
0.355,3.7756871266466985,8.617283231738721e-05
0.36,3.779408550434252,0.00011213415828304849
0.365,3.78281653690497,0.00013809907135982967
0.37,3.786451858356646,0.00014954740790893909
0.375,3.7899382496362692,0.00015719193860332562
0.38,3.79324878651441,0.00017087351723249762
0.385,3.7965192803722907,0.00017977077771179055
0.39,3.799855293485074,0.00018337602655848123
0.395,3.802805764420294,0.00019568436017701577
0.4,3.805732104502041,0.00020583042837967586
0.405,3.8087072643283832,0.00021274522585816103
0.41000000000000003,3.8118614190834386,0.00020899018660645635
0.41500000000000004,3.814520349722011,0.00021911676102675924
0.42,3.8173454806604323,0.00022351367069953373
0.425,3.820024756747184,0.00022689669658002053
0.43,3.8226201920942957,0.00023182717247179435
0.435,3.8252784103113675,0.00023260411720761508
0.44,3.8278393744636108,0.0002346437301506771
0.445,3.830302888887433,0.00023735054609714127
0.45,3.8327121557687707,0.00024278329095567567
0.455,3.8353084955067844,0.0002391691425523121
0.46,3.8378186346165264,0.0002353198874202917
0.465,3.8400525266903878,0.00024024611810697584
0.47000000000000003,3.8424322869507668,0.00024372242335764298
0.47500000000000003,3.8447196355874658,0.0002463111525563769
0.48,3.847202360521812,0.0002422427466717018
0.485,3.8496515126430637,0.00023397629718647408
0.49,3.8517557724827283,0.0002434006994070179
0.495,3.854184760379708,0.0002353577463683544
0.5,3.8564181754483142,0.00023850437434903946
0.505,3.8585693146765014,0.0002355190117775753
0.51,3.8606674408391726,0.00023514380988609116
0.515,3.862835874412333,0.000231924829231498
0.52,3.865127235471445,0.00022578406806062214
0.525,3.867355385935061,0.00021931687229427677
0.53,3.86928825392022,0.0002247831960718119
0.535,3.871688961936558,0.0002116811705511469
0.54,3.8736487446843646,0.00021358402730759635
0.545,3.8757413941917567,0.00021272066211023706
0.55,3.8779296324540167,0.0002056629304269151
0.555,3.88014472617874,0.0001972899148506881
0.56,3.8824066533118384,0.00019229101813449833
0.5650000000000001,3.8845995794803527,0.00018806739995313543
0.5700000000000001,3.8866886001983656,0.0001854553156124928
0.5750000000000001,3.8889177118066685,0.00017837221757388775
0.58,3.891114099111095,0.0001746305832461528
0.585,3.8933747734797333,0.00016690980865708294
0.59,3.8957599524608577,0.0001608269820660546
0.595,3.8980099816789626,0.00015734698682492223
0.6,3.9002953129559996,0.00015218108559952203
0.605,3.902661133241429,0.0001511030320529328
0.61,3.9051186705037186,0.00014545689824936586
0.615,3.9075968732282615,0.0001415642555505979
0.62,3.9101066462564424,0.00013741119253948006
0.625,3.91277127543149,0.00012861909337722897
0.63,3.915397360158686,0.00013037302319417654
0.635,3.918197777639604,0.0001279002142464372
0.64,3.9210797602888436,0.00012630670615142484
0.645,3.923926646769157,0.00013123716344839027
0.65,3.9272255170001595,0.00013438025483092386
0.655,3.930520193082685,0.00014726853114007196
0.66,3.9341910517965406,0.00016358687429257086
0.665,3.938307630706356,0.00018235505510562193
0.67,3.9422792455725086,0.00022429807805138634
0.675,3.946288480840158,0.00027249517739420196
0.68,3.95066175484418,0.00031585966940222553
0.685,3.955051264982877,0.00035260208264149297
0.6900000000000001,3.959634035322567,0.00036456249576900725
0.6950000000000001,3.964276802704195,0.00036426691253159697
0.7000000000000001,3.9687946244174714,0.0003536885055538207
0.705,3.973307228394688,0.0003321691370841778
0.71,3.977706206922565,0.000306294525022408
0.715,3.9815696831413803,0.0002899671683180801
0.72,3.985438343369316,0.00027056236082431104
0.725,3.98914727952232,0.0002510024570212023
0.73,3.992715813773512,0.00023198108027354058
0.735,3.9959817312776162,0.00022139757750914133
0.74,3.9990550399599263,0.00021624217032276775
0.745,4.0021612255459615,0.00020272096062033112
0.75,4.004958159887195,0.00019863525908026826
0.755,4.00781049133083,0.00019188820284446383
0.76,4.010486481590335,0.00018649575757466263
0.765,4.0130225087551095,0.000183042843741297
0.77,4.015412012306627,0.00018275936032490457
0.775,4.017573833069953,0.00018434444855600193
0.78,4.019836288868864,0.0001817879995637967
0.785,4.021986783598374,0.00018018147558880314
0.79,4.02407591358986,0.00017826390784621263
0.795,4.025890075794746,0.00018376263639078018
0.8,4.0278421371548365,0.00018490774494300713
0.805,4.029806203886615,0.00018059097103550337
0.81,4.031409565749745,0.00018547817075341796
0.8150000000000001,4.033224608115245,0.00018062300377430504
0.8200000000000001,4.034810189726126,0.00018486687813443206
0.8250000000000001,4.0364514598904835,0.00018476071506516101
0.8300000000000001,4.038080757878976,0.00018942791319016386
0.835,4.039678653813109,0.00019234200522116375
0.84,4.041198898154288,0.0001944412450476943
0.845,4.042935418529447,0.00019051330496565354
0.85,4.044586666465848,0.0001904277657092204
0.855,4.045956220857956,0.00019617577447240733
0.86,4.047754588852353,0.00019627913259902719
0.865,4.049422040793373,0.00019916928323816265
0.87,4.051079634953443,0.00020080326490031666
0.875,4.052916537841525,0.0002008251065879593
0.88,4.054701427965249,0.00020085636100707017
0.885,4.056490900267619,0.00020276531200116537
0.89,4.058327122617779,0.00020747778431237353
0.895,4.060379367449342,0.00020676396965502034
0.9,4.062480264587888,0.0002064412090464172
0.905,4.064694471247994,0.00020565654645610047
0.91,4.067002812149073,0.00020224045545997793
0.915,4.069351854886691,0.000204884856824664
0.92,4.071709910108889,0.0002098732575085707
0.925,4.074496016941482,0.0002014806396692656
0.93,4.077215684527111,0.00020422205991863532
0.935,4.080251898475659,0.0001986033233750914
0.9400000000000001,4.08325159821948,0.0002037317948803914
0.9450000000000001,4.086556700392044,0.00019937256939177355
0.9500000000000001,4.090123579185259,0.00019613642757440307
0.9550000000000001,4.09384415040852,0.0001955504173381603
0.96,4.097964770824129,0.00018948431636555367
0.965,4.102363033009593,0.00017973056923277576
0.97,4.107083677530705,0.00017800103069095892
0.975,4.112143976942016,0.00016542093364354106
0.98,4.117757571010501,0.0001549220196702929
0.985,4.12382447250812,0.00013990181278131564
0.99,4.130473636687974,0.0001221222170339323
0.995,4.138266830462245,8.63254983837357e-05
1.0,4.148782730102536,2.1152496337984256e-05
